,lepton_pt,MET,MT,Mll
1212,24437.5814155,96311.4086629,152540.803359,44471.8114625
1213,7038.34808165,243150.322378,294311.605933,22421.4725147
1214,139056.705288,220355.574939,409662.479636,22421.4725147
1215,38416.2289593,137682.983881,248992.624292,23235.9673581
1216,198415.187703,74371.0950802,361234.630091,31412.2720274
1217,217327.463059,226884.17057,610794.165738,31412.2720274
1218,40063.6930361,108156.331649,194658.232686,59654.866789
1219,41559.3324901,124651.013471,251328.866903,33054.4451742
1220,45524.103849,67343.2278329,138213.460659,35582.3629609
1221,115202.871359,293440.112868,503968.972964,35582.3629609
1222,28726.3634388,86118.8617961,159085.880146,35582.3629609
1223,60131.4117887,156944.335825,298346.189303,55306.3619148
1224,132102.627376,136146.325494,330606.472618,55306.3619148
1225,51929.3084227,305097.164038,565969.954857,55306.3619148
1226,68295.7526999,160650.751047,252939.737387,14551.4628661
1227,112264.838753,29636.6184946,187674.89397,54502.7543652
1228,18548.2650687,152356.153,205852.690611,35968.4347439
1229,141206.882784,106997.290363,278552.289888,35968.4347439
1230,93941.7756144,284884.518651,698816.850084,35968.4347439
1231,125976.815126,167481.702591,372529.649972,107713.509376
1232,31149.8537442,360683.392688,429707.532617,47771.4693528
1233,160105.020382,5929.80774437,227595.355904,22074.2247778
1234,55085.1670646,222721.687548,349422.978465,22074.2247778
1235,77468.7175304,417594.452797,528423.740157,35357.1397559
1236,52460.1937666,115421.531986,198869.405407,22636.7724216
1237,42005.169063,185142.163959,288096.823359,22636.7724216
1238,71127.4813654,120223.310159,290341.414496,22636.7724216
1239,29130.218246,144640.031745,267951.646982,24106.2540754
1240,117576.853623,24772.9278598,158331.569849,26468.617751
1241,127343.073387,318734.447411,502290.71251,24985.9249605
1242,52332.0049209,51148.4162161,220892.39193,129923.211475
1243,73518.9686131,63840.1395707,201302.924745,32143.0011041
1244,41647.3748423,74632.8144258,189468.879751,27181.8928974
1245,75318.3186084,20571.4756095,178182.576721,27181.8928974
1246,6093.355656,144966.429601,181552.189476,22099.926687
1247,72682.9113906,143936.446444,354615.918005,106164.772953
1248,10526.3049443,94521.2978196,150767.254302,106164.772953
1249,101043.04288,54754.0420957,182133.987191,10274.0483957
1250,107190.011368,119928.875499,336886.762104,10274.0483957
1251,112840.189415,211554.258037,382448.360381,10274.0483957
1252,135604.715802,45929.789511,223104.960677,10274.0483957
1253,62874.3749525,260354.225705,371672.092732,35835.7135003
1254,118195.03168,59372.7154072,250608.214494,106301.499252
1255,20328.8750178,40274.6385302,109378.056763,41655.4762297
1256,93060.6368974,47634.7981718,212429.944431,52637.9281414
1257,31020.1515605,60754.7291561,109024.623466,24693.9793369
1258,77940.3206392,302557.59482,632142.145836,24693.9793369
1259,29315.2197988,63473.2767775,227402.854351,147235.414642
1260,114127.21281,547902.906336,867270.362727,147235.414642
1261,45738.735411,109728.187712,203281.301593,64776.4697183
1262,48390.8928712,157331.018385,326050.8636,64776.4697183
1263,79368.6184595,14376.365481,147445.521125,67343.0911403
1264,111790.239806,83795.3182283,210300.632324,40435.5856395
1265,46132.5737432,157705.433643,336156.592169,40435.5856395
1266,92627.1820912,255262.345679,443009.468475,25197.8745169
1267,157353.812241,174907.957995,384932.462996,10168.5200373
1268,172072.952901,82867.1501286,291838.022332,10168.5200373
1269,32700.4656941,325862.219731,393439.903755,28566.459647
1270,154666.23052,102389.005825,291236.782484,33199.2010714
1271,99588.0802404,306484.971429,494684.287461,33199.2010714
1272,31853.1791744,181655.358799,325971.910946,33199.2010714
1273,87158.923218,155496.190148,309210.716688,33568.7282989
1274,185011.167021,184219.260297,573558.108902,33568.7282989
1275,95843.9924713,51764.9257532,218368.680359,33568.7282989
1276,12166.7190899,150043.966424,215388.803815,33568.7282989
1277,126790.401513,109659.520967,285726.405216,33568.7282989
1278,12559.3414129,205009.496854,278153.229575,33568.7282989
1279,167975.467002,151976.810169,379750.109411,119493.547921
1280,29084.7193951,6470.28210951,100817.841089,119493.547921
1281,55700.3573267,312589.493562,436420.717169,119493.547921
1282,102742.229738,80595.0669773,218243.808445,119493.547921
1283,424.66798983,302696.106538,321738.047857,14489.5206026
1284,64428.7715299,51257.7823227,206698.035744,14489.5206026
1285,83408.4863313,130393.522694,287733.545887,27359.6927047
1286,329311.662066,369936.789217,1110055.07852,629059.369241
1287,99148.825684,42113.0557255,198692.514013,629059.369241
1288,102234.973328,252305.140105,481308.632511,66281.6697112
1289,107646.262438,197980.572404,370979.400213,66281.6697112
1290,26148.6884024,139510.063923,453893.139091,66281.6697112
1291,84273.1628718,280821.822675,524169.308672,66281.6697112
1292,94395.8312728,586764.158955,786930.596904,66281.6697112
1293,101226.124453,85224.5127365,265681.816437,130377.152086
1294,52346.1357348,312296.508997,469131.789719,105836.658325
1295,20842.8545421,32736.8613436,88940.1409986,45005.4581094
1296,17623.1010447,238961.694405,286610.468265,45005.4581094
1297,112461.399206,75906.6018698,251059.324518,45005.4581094
1298,88848.4911502,70063.4112382,190446.506552,45005.4581094
1299,38517.288263,142156.381251,223395.013749,65308.0331894
1300,90961.5174179,111235.926905,246487.081005,31184.2911651
1301,144639.609434,92819.5133681,322358.865918,31184.2911651
1302,88755.7146888,183798.214846,363805.592834,21265.6165716
1303,67802.0257039,198825.635563,387236.240252,21265.6165716
1304,66014.4689701,130829.038568,224121.760007,33289.0805323
1305,36476.0544471,285961.761225,384437.828576,21405.7518511
1306,81549.5721987,83953.4653356,174705.847695,26099.5171762
1307,99097.2121807,178530.426405,631463.678867,26099.5171762
1308,118274.326603,249260.843826,398626.877052,38539.5055637
1309,107939.695213,79594.6547714,258493.908057,5607.81882297
1310,61667.5350903,27812.8066136,200464.73729,5607.81882297
1311,75850.7811998,106125.84365,195563.673119,31835.522168
1312,60981.4885395,244692.162246,415357.379256,53343.2711796
1313,128960.341097,175026.609151,383477.802384,53343.2711796
1314,69873.3860885,240195.122004,378203.890752,53343.2711796
1315,150060.611471,196668.169693,402051.331925,53343.2711796
1316,112691.613872,152265.471605,281035.134563,12193.4375616
1317,39655.235102,53541.3196076,356689.669817,294944.654314
1318,127624.586163,339611.159682,591358.254774,140836.888041
1319,19276.8875023,128219.994952,232403.537002,140836.888041
1320,75016.614772,232665.736844,366943.120776,140836.888041
1321,126297.027736,29199.2038307,320510.264806,140836.888041
1322,63680.8141322,45691.8203144,149069.794574,69448.6514425
1323,21471.2171996,30384.9090482,145919.768632,29722.0136228
1324,99328.4065763,288337.951773,403914.855632,29219.3775531
1325,98499.2750341,100107.168099,344200.640445,42993.1215281
1326,95382.3993917,326022.05344,461805.913132,42993.1215281
1327,23479.2393846,116124.839983,220688.531439,42993.1215281
1328,38222.8727612,104557.725808,191168.293762,53615.118262
1329,50306.3077798,262809.14404,520530.31307,114710.136888
1330,130074.337618,209043.224806,397321.246113,114710.136888
1331,117544.435105,67913.8220228,249846.808751,114710.136888
1332,29553.9643311,124996.590617,234782.749507,50454.2405937
1333,187425.793346,44442.4187859,272338.715374,25538.1953255
1334,181754.029889,67336.529376,366065.319662,229761.299706
1335,36674.3317693,307841.622769,487909.182688,229761.299706
1336,77829.7259334,145425.988991,343697.041333,139190.836534
1337,181012.287229,91948.7371519,519048.906304,207588.177382
1338,244239.422486,354308.747726,843859.482726,207588.177382
1339,100218.928903,147152.575629,264667.158231,51050.3495492
1340,17330.9495446,120165.329634,154823.723412,23015.0705672
1341,113104.245442,141936.657361,295021.863477,23015.0705672
1342,123527.865686,35093.8971212,205108.327881,98730.021172
1343,110424.652842,176349.848068,649170.699539,98730.021172
1344,67840.3937508,226289.735923,436602.929038,98730.021172
1345,44413.686348,92698.3982598,142549.210283,10287.0953878
1346,85787.67148,202665.172471,417713.978462,10287.0953878
1347,47196.4675706,81952.6641471,148885.444729,31091.942655
1348,27003.0696791,262657.073644,316879.446397,36291.1257189
1349,18090.9491013,64687.8437873,144007.417706,35376.6254783
1350,141383.810995,135028.666736,458830.412389,7843.33363967
1351,117107.156911,64268.3961166,227560.188164,7843.33363967
1352,77241.2173563,205827.727887,458614.62423,100590.12417
1353,31203.1541812,201838.002981,265427.052601,18423.0605295
1354,61931.775844,148254.992083,381925.742463,19927.5623412
1355,51910.5849849,420478.361243,565232.418591,19927.5623412
1356,59831.740973,90579.8728745,207459.526606,83130.1533748
1357,85728.8774412,109898.52213,212691.370875,25483.2121918
1358,108326.440965,416260.822372,598662.296858,41686.3792858
1359,38145.1614803,173263.242039,516819.872122,41686.3792858
1360,15549.4714767,52176.8830682,141285.979772,33069.0549306
1361,10340.5008265,139746.929659,164733.363536,33069.0549306
1362,47959.975897,51555.3697327,117367.465989,26319.2251229
1363,73591.6610821,293582.262102,469664.35779,47678.2733118
1364,42397.2750294,265229.82345,370476.464784,47179.3103928
1365,29078.2145098,261224.670205,327262.284582,30750.7909513
1366,110691.345862,81956.6922332,244272.512943,45344.7138775
1367,65815.6873564,196740.726815,337138.869134,89611.1844344
1368,16959.8765639,80880.5016787,142727.666015,89611.1844344
1369,55125.4614246,110630.02744,219812.989457,13950.4332399
1370,52801.638117,162115.751382,243668.213424,26152.0248515
1371,77975.7348697,130934.415424,296454.467673,26152.0248515
1372,269443.976912,206375.864483,556668.247539,26859.4092453
1373,79381.6909291,359415.435135,516796.882962,26859.4092453
1374,26616.2246887,152052.254658,264976.685165,30764.8078072
1375,50587.1924966,188250.007819,273247.847846,57557.4341856
1376,44805.2072713,134957.402286,324712.60572,57557.4341856
1377,25946.0723027,197109.462223,248759.989348,24588.0275589
1378,129317.749815,142801.511519,297247.829377,5233.32236847
1379,112675.40137,69566.5239032,263139.575793,5233.32236847
1380,189241.20787,152969.821566,450628.147036,5233.32236847
1381,33824.1655414,181035.618757,244957.482137,5233.32236847
1382,55607.9940569,22930.2708809,201313.679004,5233.32236847
1383,149098.545347,134349.488745,452248.975851,5233.32236847
1384,39136.0983793,61830.2284061,149956.675554,47428.7846181
1385,15425.8741875,298794.673699,351759.782936,47428.7846181
1386,65586.4941446,433796.144501,616273.692262,47428.7846181
1387,13838.6291285,42404.6016408,89118.0242506,47428.7846181
1388,56010.978821,127267.48333,218684.999868,35710.8851113
1389,60246.4242626,107249.598938,267882.795968,39243.9802084
1390,193995.115365,102098.649063,457498.468552,23805.6646801
1391,82366.5420805,188037.331244,329616.953065,86065.6969509
1392,31348.9138861,128065.296202,213740.4674,68421.817333
1393,106484.578864,311643.644577,528091.859788,129792.055142
1394,82848.9073662,57107.3673769,200525.852087,34960.515107
1395,15467.1191239,110761.224087,208483.30267,34960.515107
1396,129638.195833,234030.123196,382810.933416,10433.8135954
1397,10684.0559941,37837.1318171,129634.656847,10433.8135954
1398,169048.086517,39366.8400213,306771.433309,10433.8135954
1399,22893.2988514,110769.129515,160174.59193,31790.5214023
1400,55852.135428,91767.1439219,247717.512263,31790.5214023
1401,21071.6719807,63375.2186766,116843.929128,25156.6184419
1402,26296.7260677,223583.788727,350850.368413,25156.6184419
1403,115788.758332,151850.852163,507653.476592,25156.6184419
1404,9836.63618896,59264.1773806,98999.0347359,31965.6857797
1405,44584.1150281,110566.262003,202749.407025,20387.952222
1406,50392.3582015,71543.3572305,146374.986391,20387.952222
1407,157838.973102,13377.8858082,217175.034899,17854.812161
1408,51786.4064673,150693.384971,290965.434073,17854.812161
1409,105801.530971,22347.0568066,178826.821014,50308.6179906
1410,95381.1270255,52141.9323626,436378.376575,351838.783051
1411,123438.437115,213200.310958,520264.819786,351838.783051
1412,117784.17285,84834.8431993,244425.407586,88358.003578
1413,117160.485011,237558.962859,504184.773899,96284.9121681
1414,33959.5121416,372608.529944,566833.031036,164535.724231
1415,77178.7504156,62760.1396831,260043.534168,164535.724231
1416,57410.1485295,309833.387898,389683.003747,28824.5548773
1417,7107.83587137,316563.140386,472771.121848,63655.4790191
1418,128289.398437,126825.083564,333066.239953,63655.4790191
1419,20868.1407142,305743.02823,540882.392426,123785.828685
1420,73995.8428872,152607.792008,414891.673146,123785.828685
1421,103491.881412,204659.523981,365047.984607,49305.7459076
1422,121267.545249,43235.6885854,210265.645404,25322.0728396
1423,35110.822444,184784.289502,260194.628896,21242.21306
1424,134426.329043,138692.980213,312552.09502,43090.1878092
1425,94675.7726753,229673.442353,390143.964868,21713.9292252
1426,21607.8372193,110987.276847,170329.237105,34422.0226487
1427,128947.695182,127766.230074,295240.381666,34422.0226487
1428,31120.402296,172018.832282,222743.738757,30620.8057066
1429,114280.555154,164034.988266,331426.081938,36093.5773082
1430,50466.9933556,86946.7570016,170405.206411,29126.959619
1431,47459.8814478,141177.335231,206585.10073,29126.959619
1432,22234.0424662,250149.743299,473543.999319,42736.6538863
1433,141348.332639,170913.688166,418335.828129,36660.5146854
1434,18632.2732672,37751.8106981,96728.3736668,47697.404852
1435,34338.7265232,123790.150431,176900.231188,15414.8047329
1436,38182.1311027,102626.936028,229396.487527,78789.8726184
1437,91024.8492727,54762.9986564,203305.996745,52377.1100238
1438,62729.1704917,246830.379681,723443.599018,413400.370641
1439,33969.0741215,105284.6592,265026.756334,53358.6718714
1440,48452.2711797,206220.827935,283760.662217,32196.5251454
1441,92793.5754595,130952.960946,268061.854495,32196.5251454
1442,166334.690338,161834.152402,464049.86193,157856.8956
1443,88550.3970473,132200.385182,340679.691077,123143.88515
1444,185584.2704,146686.884044,391296.241861,123143.88515
1445,92203.806595,193622.082175,327423.365002,123143.88515
1446,131280.133105,244322.917061,660461.368632,116598.389091
1447,31819.9032391,40018.6110365,137956.505246,116598.389091
1448,76251.9864036,87655.4942629,182016.731536,46266.1054255
1449,89929.3546365,225557.166805,458344.755815,46266.1054255
1450,202260.601335,115564.422016,338552.268195,46266.1054255
1451,105618.603236,131856.88333,333614.752414,21809.7320046
1452,65515.4152178,242897.545508,332035.614609,25974.7036244
1453,89089.914311,98546.5642005,373149.750113,25974.7036244
1454,72967.1134677,122333.715232,414637.136434,251673.702716
1455,120724.358092,80802.3277643,219285.498904,251673.702716
1456,127722.630585,95669.9044616,230246.553965,15366.1643472
1457,91647.7590503,148930.741646,383297.87628,15366.1643472
1458,121694.844654,75263.4347283,301788.19642,15366.1643472
1459,64435.4651656,169273.13159,426020.762379,15366.1643472
1460,71025.0437271,122895.862132,301860.412571,78192.9331915
1461,52167.8027123,209290.97035,295661.10874,27654.8404227
1462,159686.432034,56953.8396895,240191.092178,31502.4331732
1463,11934.7911597,126993.580578,179820.318543,32924.3360123
1464,75635.5142667,104848.26966,219323.047611,7381.39533281
1465,9671.29994689,64966.1179265,120429.313114,7381.39533281
1466,84676.2438,256048.894684,398850.401411,54708.0032123
1467,107549.075154,170826.393191,299198.859337,35363.28069
1468,216625.539659,167186.254428,413534.049615,24886.2246727
1469,97929.5139303,204984.448502,348485.964063,8535.90972989
1470,174615.169295,76156.0245788,278592.401593,8535.90972989
1471,37245.7614449,137199.120475,351555.490878,8535.90972989
1472,25169.5326984,179452.159441,353953.701148,8535.90972989
1473,96784.7992445,90109.8530865,223978.457143,27913.5429675
1474,25978.7915476,178238.210323,215617.412824,5106.23777699
1475,99461.6509918,157021.65533,310019.777492,101088.342306
1476,15933.5046655,103157.508698,220817.7666,101088.342306
1477,67587.3324745,57925.0388637,148812.206405,41732.7721641
1478,142248.767184,259956.918729,512195.212102,35111.2147864
1479,130929.882818,41335.3109559,196704.463054,32650.4548386
1480,51196.97042,340067.277573,421569.42816,33155.7991712
1481,207732.076683,245447.694944,707755.696098,33155.7991712
1482,94745.2507334,297805.064996,724172.391061,49301.253793
1483,110718.720969,182327.32126,329565.858923,49301.253793
1484,51513.6231101,33563.1108045,121571.685984,56028.057918
1485,133291.880875,130230.447994,400773.02589,16975.6891306
1486,74006.4310536,108639.925798,214097.439632,16975.6891306
1487,33057.4928708,94231.6028273,312441.719919,81092.166244
1488,132441.840416,100628.570368,293359.65225,81092.166244
1489,42373.8043891,52000.1555097,135012.324589,81092.166244
1490,24339.1273427,110239.920667,143081.666456,12980.1451926
1491,56701.0388151,23257.3076941,107499.351251,30213.3820374
1492,124438.100734,150583.594334,301128.886352,30213.3820374
1493,44436.8493348,91392.7381384,169582.667734,52484.1635082
1494,66582.2167187,185408.089754,466872.234171,52484.1635082
1495,137735.862187,183973.529106,440651.785006,103761.680741
1496,116546.727339,323603.903304,576106.895493,9143.95204773
1497,52146.9213616,209508.574147,338703.13427,9143.95204773
1498,73500.347886,197079.999431,454116.177016,23069.1784454
1499,22406.0670334,67107.5227314,167444.050505,23069.1784454
1500,101701.02357,195333.472638,369916.556219,96107.022432
1501,72644.8664999,7770.03179905,171528.824755,96107.022432
1502,68388.6343135,96647.539836,211198.664906,76891.7945535
1503,76183.7626213,207778.901752,386163.672094,76891.7945535
1504,13274.2011109,317764.771681,400313.906124,53133.1541822
1505,117324.059894,138999.648996,395111.673154,53133.1541822
1506,97421.1603557,244207.652911,419790.788606,53133.1541822
1507,68811.0970906,454086.175832,842626.060024,333370.740239
1508,38347.3481159,183556.211714,398887.636087,62381.1689122
1509,101438.430371,172278.667094,320007.893965,62381.1689122
1510,17201.0266132,99210.9764053,207405.344031,51008.1179981
1511,173770.975491,59143.6909917,250723.414546,8831.6038329
1512,106284.50626,417129.789098,551745.275325,8831.6038329
1513,101692.295918,619864.07834,834971.460667,8831.6038329
1514,157980.201633,155735.390555,350853.638847,12700.2096345
1515,48402.7032346,140081.572607,270460.686486,12700.2096345
1516,113747.972344,87673.6966629,246269.759344,35305.4864392
1517,37846.2975799,94521.4687215,342747.233612,35305.4864392
1518,110436.435537,346592.000184,474010.297603,24017.6988284
1519,40970.5382852,206159.605681,269408.824331,24017.6988284
1520,62126.3168878,352418.650954,552838.83197,21520.8407198
1521,130245.157061,204384.730378,374004.93732,52156.8836127
1522,98198.6316586,261579.981594,500270.475866,35666.7233161
1523,144412.355211,227303.106222,466386.730325,39018.3767928
1524,116670.409427,580251.114572,727029.974169,84323.4429232
1525,91776.5145471,154046.556974,295663.010902,84323.4429232
1526,42832.9013501,90896.7642894,194922.791841,32852.2193894
1527,39318.9462449,15472.837244,94105.2298051,32852.2193894
1528,44239.1867497,83421.0676839,171593.652556,66760.1664239
1529,38494.3070634,347430.041744,575801.906825,66760.1664239
1530,38827.2763846,194749.250855,246906.278678,17220.7547452
1531,67164.3277484,306383.653238,408849.33372,53131.8381011
1532,51644.8811889,274944.238863,501293.278187,53131.8381011
1533,59680.0439812,26725.566286,177075.602287,53131.8381011
1534,90099.3129033,247106.708383,357984.18586,53131.8381011
1535,75524.0674871,240291.06042,361240.068944,34839.1185414
1536,65805.0379871,160062.890069,312405.444715,34839.1185414
1537,86674.0003316,314200.897153,483062.830994,52303.4716977
1538,45300.9625183,91783.1062375,257036.857832,52303.4716977
1539,37206.8931943,117271.411034,299621.912515,52303.4716977
1540,122865.565478,59181.1603625,222761.300164,9705.23726538
1541,95937.0774544,190765.749872,311004.630874,9705.23726538
1542,42231.0277597,93788.2495754,221500.065904,57046.1354663
1543,32117.9494185,220026.727734,324733.602197,57046.1354663
1544,86045.1657425,320835.220484,506290.907223,146835.88738
1545,83723.5932267,126316.710794,440147.986073,146835.88738
1546,109093.140377,185109.522003,317017.403892,68364.8870061
1547,22753.8681141,155772.203395,327202.85147,68364.8870061
1548,56522.7909031,264528.470455,382756.238793,32678.1059236
1549,106976.557248,78005.3398188,351458.891227,32678.1059236
1550,127667.641243,200470.781132,355654.5511,10553.0241465
1551,95648.4562882,39284.8032408,508697.570022,452245.84409
1552,53262.233234,240654.005784,346580.854408,49987.9819752
1553,17521.372175,69589.2512509,119190.722478,17722.2622673
1554,69046.0484958,220097.226488,333943.771466,34083.9366049
1555,75417.9077447,264155.037048,354328.163408,19621.1044272
1556,75671.6839342,176147.410377,451499.72921,19621.1044272
1557,34005.0118504,110643.365788,208601.650422,19621.1044272
1558,54012.688968,159937.710386,255954.069715,36223.2049566
1559,68217.8079903,220014.258134,350296.769271,32482.2637928
1560,67839.3372832,295187.044047,783763.034661,32482.2637928
1561,94749.0565214,108716.632754,245545.062535,29487.9289186
1562,112620.316933,106915.396255,286018.270257,20522.5174525
1563,47262.6627048,148339.908361,269175.289965,20522.5174525
1564,112839.561488,273321.860279,473264.15617,-22.7584591743
1565,122277.664,211152.509522,480056.149514,-22.7584591743
1566,70511.2310599,297276.22624,417313.14843,-22.7584591743
1567,117649.620802,241124.083389,517530.537236,-22.7584591743
1568,107286.544228,17333.6982556,247984.58784,96107.4076383
1569,112027.399837,111979.687823,339183.600723,155539.462563
1570,66016.2105393,261085.90544,426873.221401,96845.2216951
1571,178396.164877,148722.347365,435336.733361,57816.5834799
1572,18112.8733724,226265.517566,305495.920239,57816.5834799
1573,119107.228286,137580.012176,330392.420351,57816.5834799
1574,28743.9387813,464489.132985,561870.045867,57816.5834799
1575,106811.063949,148527.77809,260810.124214,11772.7587488
1576,37371.027724,277962.282918,396850.716964,11772.7587488
1577,32209.9449303,51881.0678075,168911.901322,11772.7587488
1578,65647.8334731,74893.6610613,204175.197212,11772.7587488
1579,67677.4064513,204540.508935,442390.515124,104550.100324
1580,17744.3754703,193116.954343,235792.973971,30798.8325972
1581,86805.7563595,31428.1184247,171838.229042,30798.8325972
1582,88701.0356595,202667.82969,357738.853545,30875.4941246
1583,27510.9657077,213335.611133,277596.604058,15992.4383087
1584,149190.587277,148473.839402,347466.313091,15992.4383087
1585,29475.5926042,397138.896925,566942.86553,72142.8998693
1586,26645.1836898,38914.3823799,128366.710303,21550.3015588
1587,120465.631297,188227.158472,402593.560187,21550.3015588
1588,140788.943869,111645.731384,288487.049199,21550.3015588
1589,102501.057445,260179.836282,380183.673998,48828.9893332
1590,87509.9351303,143906.630139,267348.620279,68762.2645918
1591,235694.502433,67042.0648094,362239.071004,119231.632098
1592,169640.210138,266785.874719,613041.542606,119231.632098
1593,65645.7643279,328027.728887,489369.904888,1556.6146284
1594,35488.1817782,228259.980318,313913.094481,1556.6146284
1595,44435.7150234,230727.150838,319512.35513,27503.903869
1596,108996.609101,227244.315544,423034.202322,17460.3641743
1597,65587.6660408,106162.542895,200254.92626,37023.1970885
1598,180125.04754,112741.306161,412602.291589,162734.101848
1599,116392.687326,149786.068441,277071.507297,162734.101848
1600,87719.5173311,175256.911478,348219.898618,162734.101848
1601,52472.9749688,157418.808168,226969.350011,4889.06666592
1602,29129.4252882,452150.806908,538791.453904,4889.06666592
1603,42541.1319131,76235.6990999,190688.061801,4889.06666592
1604,181898.456401,160201.682005,405984.495628,4889.06666592
1605,47755.1919149,59001.1812753,216410.249325,4889.06666592
1606,121967.565298,79665.1890158,233057.748897,31328.4651419
1607,312870.439015,536491.146621,1106111.93462,7154.70354013
1608,37172.8592954,55846.2954149,143099.640642,43776.8848075
1609,96115.5101185,116981.135638,284399.280896,43776.8848075
1610,42964.0620021,80032.0284151,205580.034023,67083.2792569
1611,75213.1750397,108475.57894,296067.919949,146127.038274
1612,70445.9465486,106703.869825,201095.494356,24484.5439976
1613,19139.1022428,123059.018979,232603.850024,31274.4769449
1614,12649.9157501,27426.6745513,65853.1381948,31274.4769449
1615,72106.12451,148823.404141,333123.660099,31274.4769449
1616,81413.506565,203078.693831,314457.556709,21551.7127349
1617,27862.7395325,246520.952677,399732.772813,87205.9172824
1618,52175.1389952,14680.5956568,95395.069011,52258.3872051
1619,112808.984064,173557.943517,347518.162068,52258.3872051
1620,101401.051772,288904.594355,476904.6089,52258.3872051
1621,125625.264078,60444.0694186,279089.998214,52258.3872051
1622,39513.3252062,67288.5643995,139493.179342,52258.3872051
1623,135113.370916,154988.137915,329618.007882,39801.6202769
1624,59775.6822136,90389.2097342,201372.623107,71505.5874596
1625,95296.6056764,132278.362057,409182.69503,71505.5874596
1626,18950.7889488,62545.7068773,113638.545084,10042.1451966
1627,8485.07443092,31350.4804974,73412.74246,33046.1421561
1628,26669.3218905,224776.789365,334985.459206,74442.771972
1629,45899.4631422,176609.620661,285598.050848,74442.771972
1630,5981.89049165,326649.746039,411474.788242,46143.600103
1631,113071.564561,125634.173476,272747.637781,37033.2289641
1632,33421.5900422,228308.22855,273314.905137,19543.1619292
1633,73012.6104608,238836.126904,434392.713381,19543.1619292
1634,78242.9220641,154643.063369,422956.011822,166030.385887
1635,84864.0641851,338985.317825,445055.030842,166030.385887
1636,66195.1909346,154510.213332,301392.138458,71707.099686
1637,42378.0554072,321936.382107,370104.448167,15798.0930459
1638,93954.7505157,53471.7841501,202694.030447,26597.5269584
1639,25808.8929512,257224.63982,387967.732825,26597.5269584
1640,29759.050906,195995.643267,246264.853734,28418.9621655
1641,76671.9254725,249905.001261,406458.214353,28418.9621655
1642,19295.742554,187275.801908,301058.641678,28862.5414829
1643,74465.2501791,197472.89663,355956.09146,17075.6932222
1644,152288.072897,133789.021683,347477.115924,23124.3495558
1645,34341.8220179,112259.432686,223312.488789,23124.3495558
1646,39147.9843519,144392.952845,349930.670603,74660.4287106
1647,71773.2292374,167097.678604,269920.060646,39250.8104841
1648,89158.4085941,167272.587309,270384.542466,20850.0946732
1649,136489.134036,73341.0377008,214784.998402,33261.9051253
1650,89213.1390757,117618.842373,225422.180306,34689.9322914
1651,73963.4078019,138114.71271,293616.060519,60028.9448766
1652,41898.1035541,157452.109307,494722.162064,204235.52408
1653,12853.9421669,137673.045923,417092.284007,204235.52408
1654,37592.0833843,59979.7160696,119896.468974,23523.572601
1655,89910.8915567,69821.2683688,251232.103869,31837.9390986
1656,134421.00034,140191.814698,332119.074426,34872.4971147
1657,18148.8150857,38488.7631017,127792.253425,34872.4971147
1658,134031.990499,111647.08828,452784.847453,34872.4971147
1659,126549.243909,38561.8650002,196564.720362,34872.4971147
1660,131383.704653,585707.193689,726053.663083,33589.9137867
1661,74753.6552608,33243.0910029,124144.003368,34138.5394585
1662,44829.5183939,45471.6646581,444769.941305,362685.849138
1663,222388.320256,382767.751894,700996.886567,84797.1857487
1664,77341.8751554,93221.7147195,401709.405426,84797.1857487
1665,49236.2194897,107252.35119,189039.490618,22801.0638782
1666,42071.1393638,222836.681414,382918.903161,3100.41864053
1667,45555.2383838,111798.902401,183480.210976,3100.41864053
1668,56789.0384657,96296.7105365,200868.361211,53220.3080008
1669,28713.2348897,110645.614485,167221.274063,53220.3080008
1670,47224.0344285,84457.5662493,199853.102973,33736.8752732
1671,71752.3930305,125653.140511,243543.747938,33736.8752732
1672,40459.0934239,125812.807833,309938.589634,33736.8752732
1673,52230.6053004,13818.8370769,144983.143549,33736.8752732
1674,96813.4299001,175851.469378,354352.020143,33736.8752732
1675,79288.982242,199923.898804,493035.304074,33736.8752732
1676,74424.9524873,160972.985507,391417.339791,33736.8752732
1677,8614.31719932,138038.627434,289927.372527,117629.876509
1678,43534.2316729,63143.3192543,181989.663414,117629.876509
1679,104632.232058,235097.730439,383228.362682,117629.876509
1680,47288.1186481,168772.797268,287104.121209,117629.876509
1681,235163.896256,97750.4986099,432528.368276,117629.876509
1682,35115.6604375,98758.5960206,172337.419171,38482.5068129
1683,120330.711915,90645.5579623,239104.123298,38482.5068129
1684,103374.309196,23830.5942535,144811.483609,43461.408709
1685,96054.4863264,48728.2489828,178651.225112,43461.408709
1686,96608.0179928,148162.251729,308492.50338,17507.761707
1687,84625.0159579,166991.144513,298799.957338,45306.9534265
1688,43191.8931303,31082.0775711,86162.9466272,28606.3923418
1689,121479.503717,193818.7363,381786.160201,28606.3923418
1690,32811.5629788,125611.796516,215049.389095,31411.07665
1691,58166.6093332,158299.704701,291168.571506,31411.07665
1692,27919.5793949,84829.8667915,161302.059228,31411.07665
1693,200150.058606,65619.8592181,308292.760587,31411.07665
1694,28984.330472,99160.6343605,133737.634898,12814.6693933
1695,12532.1795638,97177.2159356,218494.130219,26557.7782635
1696,32513.1278023,296594.683733,372717.385691,31444.5997134
1697,11347.8325072,171470.816403,312429.921384,31444.5997134
1698,57722.6052003,309276.009282,485694.874796,31444.5997134
